央视,#genre#
吉林卫视,https://mursor.ottiptv.cc/migu/947472500.m3u8?migutoken=6af8bb7e31aaf3f951e75a9a12fc87ee468e63bfc9b9ee0d1c334e2cfdd3b893d38c0e3e9380e79a36fa980821ad1c80eeb9ba301ffc35a13e74fbe57446762fbf973847af5af388b7e286629c
青海卫视,https://mursor.ottiptv.cc/migu/947472506.m3u8?migutoken=419e8e08edb7818cf4e6992592d716447a4f44b7607d9f0961b3902f1971f7a09397ce6d65f56308a0ed365dc5a352f3f40a46191a292237936f0078572d7e7482608fe9f69778512b2cb131d5
东南卫视,https://mursor.ottiptv.cc/migu/849116810.m3u8?migutoken=62a36ff30e33ee4b8cf5e6c6153aa412a1b201a9ec5207b32dbc7790b6d847bf6fdf542fdcc0b06d8ad1b87602289594315e6924aa661e2abe93fa38ee9d8253ecc126aa227e075fb2f700b34a
海南卫视,https://mursor.ottiptv.cc/migu/947472502.m3u8?migutoken=acebd292a90f16c290f2dbd196e30c2efa3365d26362247634628e12c209a5f021534dbae6bb4ed01a7c1359631dec32f980c335e2769c5d841f2a58bf05003529759fb8a22a36bd00dc4c5a28
海峡卫视,https://mursor.ottiptv.cc/migu/849119120.m3u8?migutoken=8cadd39dc6cdd5b06f2b6c6be734d3ba20eb7994409a6ccfb2e20702dcbb2e95a353ce35c533300e5381a914007bf4f669e221328622e76eefed613bb2461bfd848418fc19bb9bcbfac06a23a3
农林卫视,https://mursor.ottiptv.cc/migu/956904896.m3u8?migutoken=099fafbbe2fcac29cc40be258691ca828c8bda013971bfbe801a00c28960ec0cea4839b45e271e8405d731158e23f5a62cb155406c104d2049de8319b82f155c9dff7af1948dbd357ea1e98343
兵团卫视,https://mursor.ottiptv.cc/migu/956923145.m3u8?migutoken=3be33fcea1bddf67b19a5f25725dad8d5ba598f7738c50fdaca616f8b9fc7d12b859300bfd0a7f7c35bef766861445a17502f1029f70aaf939d44cfb9e9d3fe7855e926884cad0b86a1a75f0a2
港台,#genre#
凤凰卫视中文台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰卫视资讯台,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx

